Timestamp	IR Status	Ultrasonic Status	Internal Incident Radiation	External Incident Radiation	Temperature	Humidity	Headcount	Brightness Level
02:55:06	1	60.27	44.74	58.33	26.7	79.0	0	82
02:55:08	1	885.94	44.8	58.33	26.7	79.0	0	78
02:55:10	1	870.52	44.77	57.93	26.6	79.0	0	78
02:55:11	1	951.2	44.77	58.19	26.7	79.0	0	78
02:55:13	1	1730.29	44.81	58.0	26.7	79.0	0	74
02:55:15	1	639.83	44.72	57.9	26.6	79.0	0	79
02:55:17	1	1681.67	44.76	58.32	26.7	79.0	0	75
02:55:19	1	336.11	44.68	57.7	26.7	79.0	0	81
02:55:21	1	172.39	44.76	58.29	26.7	79.0	0	81
02:55:23	1	160.08	44.71	58.27	26.6	79.0	0	81
02:55:24	1	214.79	44.77	58.28	26.7	79.0	0	81
02:55:25	1	250.69	44.79	58.3	26.6	79.0	0	81
02:55:27	1	294.93	44.79	58.3	26.7	79.0	0	80
02:55:30	1	291.01	44.72	58.33	26.7	79.0	0	81
02:55:33	1	352.34	44.72	58.38	26.7	79.0	0	81
02:55:34	1	406.97	44.8	58.31	26.6	79.0	0	80
02:55:37	1	947.15	44.8	58.32	26.7	79.0	0	78
02:55:39	1	586.67	44.75	57.92	26.7	79.0	0	79
02:55:42	1	671.76	44.75	57.91	26.6	79.0	0	79
02:55:44	1	595.18	44.73	57.93	26.6	79.0	0	80
02:55:47	1	753.7	44.81	58.34	26.6	79.0	0	78
02:55:49	1	784.17	44.77	57.93	26.6	79.0	0	79
02:55:52	1	805.02	44.78	57.92	26.7	79.0	0	78
02:55:55	1	897.26	44.74	57.92	26.6	79.0	0	78
02:55:56	1	770.43	44.8	57.93	26.5	79.0	0	78
02:55:58	1	964.48	44.84	58.01	26.6	79.0	0	77
02:56:01	1	1672.02	44.76	57.83	26.7	79.0	0	75
02:56:03	1	1663.52	44.76	57.89	26.6	79.0	0	75
02:56:04	1	1673.05	44.76	57.88	26.6	79.0	0	75
02:56:06	1	1667.94	44.72	57.88	26.5	79.0	0	75
02:56:07	1	1672.8	44.79	57.85	26.6	79.0	0	75
02:56:09	1	1667.85	40.63	57.12	26.6	79.0	0	96
02:56:11	1	1668.39	40.81	58.7	26.7	79.0	0	95
02:56:14	1	1663.4	39.72	52.29	26.7	79.0	1	100
02:56:16	1	1668.88	38.16	46.55	26.7	79.0	1	100
02:56:18	0	673.72	38.11	46.85	26.7	79.0	0	0
02:56:22	1	177.95	26.78	31.73	26.7	79.0	1	100
02:56:25	1	1682.0	26.71	46.93	26.6	79.0	1	100
02:56:27	0	253.71	37.07	44.6	26.7	79.0	0	0
02:56:30	1	189.48	38.46	31.86	26.7	79.0	1	100
02:56:33	1	171.49	38.19	44.08	26.6	79.0	1	100
02:56:35	0	2083.08	38.06	44.0	26.6	79.0	0	0
02:56:38	1	363.13	38.54	31.67	26.6	79.0	1	100
02:56:40	1	333.08	38.3	44.43	26.5	79.0	1	100
02:56:42	0	459.02	38.12	44.1	26.7	79.0	0	0
02:56:45	1	441.72	38.5	31.23	26.5	79.0	1	100
02:56:48	1	445.2	38.26	43.98	26.5	79.0	1	100
02:56:49	0	444.09	38.1	44.19	26.6	79.0	0	0
02:56:52	1	455.99	38.54	31.38	26.7	79.0	1	100
02:56:55	1	439.19	38.24	43.57	26.6	79.0	1	100
02:56:57	0	295.18	38.07	43.11	26.6	79.0	0	0
02:56:59	1	312.76	38.7	34.64	26.5	79.0	1	100
02:57:01	1	295.79	38.64	50.5	26.7	79.0	1	100
02:57:03	0	1726.04	39.26	45.85	26.6	79.0	0	0
02:57:07	1	270.89	38.77	25.45	26.7	79.0	1	100
02:57:09	1	159.71	39.28	35.27	26.7	79.0	1	100
02:57:11	0	159.18	39.13	35.18	26.7	79.0	0	0
02:57:14	1	159.92	38.68	25.36	26.7	79.0	1	100
02:57:17	1	160.49	39.3	35.6	26.5	79.0	1	100
02:57:19	0	152.52	39.3	36.83	26.6	79.0	0	0
02:57:22	1	158.24	38.78	25.83	26.7	79.0	1	100
02:57:24	1	158.28	39.49	37.39	26.7	79.0	1	100
02:57:26	0	153.13	39.34	37.45	26.6	79.0	0	0
02:57:29	1	74.74	38.73	25.84	26.7	79.0	1	100
02:57:31	1	238.63	39.46	37.5	26.6	79.0	1	100
02:57:33	0	270.07	39.3	37.42	26.6	79.0	0	0
02:57:36	1	1673.5	38.89	26.18	26.7	79.0	1	100
02:57:38	1	1668.92	39.29	37.79	26.6	79.0	1	100
02:57:40	0	1669.16	39.25	37.81	26.7	79.0	0	0
02:57:43	0	1006.48	38.87	26.09	26.7	79.0	0	0
02:57:45	1	951.52	39.23	25.77	26.6	79.0	1	100
02:57:48	1	252.82	39.68	37.32	26.7	79.0	1	100
02:57:49	0	646.86	39.52	37.3	26.7	79.0	0	0
02:57:52	1	1681.59	39.19	27.34	26.5	79.0	1	100
02:57:55	1	1664.17	39.72	49.98	26.7	79.0	1	100
02:57:56	1	964.32	39.76	50.89	26.7	79.0	1	100
02:57:58	1	964.24	39.8	51.41	26.6	79.0	1	100
02:57:59	1	1676.52	39.82	51.26	26.7	79.0	1	100
02:58:01	1	1672.96	39.78	51.17	26.6	79.0	1	100
02:58:02	1	1676.73	39.76	51.19	26.7	79.0	1	100
02:58:04	1	1668.47	39.77	51.11	26.7	79.0	1	100
02:58:06	1	309.53	39.8	51.46	26.7	79.0	1	100
02:58:07	1	1698.19	39.79	51.52	26.7	79.0	1	100
02:58:09	1	306.99	39.81	51.58	26.7	79.0	1	100
02:58:10	1	245.46	39.89	51.61	26.7	79.0	1	100
02:58:12	1	299.27	40.12	35.9	26.8	79.0	1	100
02:58:14	1	274.81	39.6	34.59	26.8	79.0	1	100
02:58:16	1	1737.04	38.87	34.4	26.7	79.0	1	100
02:58:18	1	804.0	38.89	33.24	26.7	79.0	1	100
02:58:20	1	201.54	38.93	33.3	26.7	79.0	1	100
02:58:22	1	2169.11	38.85	33.07	26.7	79.0	1	100
02:58:24	1	157.01	38.91	32.98	26.7	79.0	1	100
02:58:26	1	173.86	38.93	32.72	26.7	79.0	1	100
02:58:28	1	162.12	38.95	32.57	26.7	79.0	1	100
02:58:30	1	154.76	38.97	31.4	26.8	79.0	1	100
02:58:32	1	150.88	39.02	30.82	26.8	79.0	1	100
02:58:34	1	161.47	38.97	30.65	26.7	79.0	1	100
02:58:36	1	199.5	38.95	30.55	26.7	79.0	1	100
02:58:38	1	186.66	49.4	54.49	26.7	79.0	0	57
02:58:40	1	167.4	50.13	55.0	26.7	79.0	0	53
02:58:42	1	163.19	50.02	54.83	26.7	79.0	0	54
02:58:45	1	160.98	49.32	54.8	26.7	79.0	0	58
02:58:47	1	177.99	49.05	54.8	26.7	79.0	0	59
02:58:50	1	162.08	49.15	57.2	26.7	79.0	0	58
02:58:53	1	162.86	50.15	57.07	26.7	79.0	0	53
02:58:55	1	157.87	49.52	56.75	26.7	79.0	0	57
02:58:57	1	180.65	49.88	57.3	26.7	79.0	0	55
02:59:00	1	168.13	49.77	53.27	26.7	79.0	0	55
02:59:01	1	220.23	49.68	54.37	26.7	79.0	0	56
02:59:05	1	162.7	39.8	32.53	26.7	79.0	1	100
02:59:08	1	138.37	39.46	34.86	26.6	79.0	1	100
02:59:10	1	148.84	39.51	33.85	26.6	79.0	1	100
02:59:12	1	158.48	39.56	33.44	26.6	79.0	1	100
02:59:14	1	148.39	39.57	33.26	26.7	79.0	1	100
02:59:16	0	146.05	39.36	31.63	26.7	79.0	0	0
02:59:19	1	207.1	39.13	25.77	26.7	79.0	1	100
02:59:21	1	219.33	49.65	53.69	26.7	79.0	0	56
02:59:23	1	156.48	50.29	56.9	26.7	79.0	0	53
02:59:25	1	951.93	50.22	56.7	26.6	79.0	0	50
02:59:28	1	1663.76	50.27	56.72	26.6	79.0	0	46
02:59:30	1	1665.07	50.24	56.68	26.7	79.0	0	47
